Application_ID,Office_ID,Location,Certificate_Type,No_of_Staff,Average_Processing_Time_Mins,Applications_Received_This_Month,Applications_Processed_This_Month,Pending_Applications,Office_Working_Hours_Per_Week
APP_161,OFC_345,Solapur,Death Certificate,34,14.963214224407418,1006,965,41,41
APP_162,OFC_84,Silchar,Domicile Certificate,8,9.787142942321225,1316,1295,21,51
APP_163,OFC_726,Nashik,Income Certificate,32,17.544387457191284,2132,2109,23,38
APP_164,OFC_154,Mysore,Birth Certificate,31,47.9289033384124,408,390,18,47
APP_165,OFC_993,Coimbatore,Death Certificate,9,14.240781425967487,397,361,36,32
APP_166,OFC_988,Katihar,Caste Certificate,11,35.06835769927385,191,128,63,39
APP_167,OFC_658,Bareilly,Income Certificate,7,29.34943317287399,390,355,35,58
APP_168,OFC_353,Jodhpur,Income Certificate,40,15.55270285953086,3291,3232,59,37
APP_169,OFC_517,Bokaro,Domicile Certificate,48,17.85416450507382,603,546,57,50
APP_170,OFC_838,Jabalpur,Marriage Certificate,6,59.67766486716421,142,121,21,31
APP_171,OFC_548,East Delhi,Death Certificate,9,14.64166182967128,1167,1152,15,44
APP_172,OFC_400,Karimnagar,Birth Certificate,16,58.96800058893671,329,325,4,32
APP_173,OFC_321,Serchhip,Domicile Certificate,34,33.65268874996232,411,336,75,35
APP_174,OFC_738,Rangareddy,Domicile Certificate,18,11.470696566045724,3503,3431,72,52
APP_175,OFC_407,Salem,Marriage Certificate,30,38.03268833483395,962,951,11,52
APP_176,OFC_42,Kavaratti,Birth Certificate,42,49.95973396701554,730,724,6,32
APP_177,OFC_399,Dispur,Birth Certificate,25,6.259160373686614,7314,7290,24,56
APP_178,OFC_822,Thoubal,Income Certificate,37,55.75164547823669,773,761,12,43
APP_179,OFC_392,Chandigarh,Death Certificate,25,6.419654882221784,5472,5453,19,54
APP_180,OFC_828,Nagaon,Income Certificate,10,5.018287836626917,2469,2387,82,40
APP_181,OFC_642,Udaipur (Tripura),Birth Certificate,15,46.48394493891247,858,831,27,53
APP_182,OFC_883,Warangal,Marriage Certificate,11,43.06887379317725,687,636,51,57
APP_183,OFC_420,Muzaffarpur,Domicile Certificate,42,28.434586113970436,2660,2569,91,34
APP_184,OFC_598,Ujjain,Income Certificate,9,5.606719543575597,838,752,86,31
APP_185,OFC_213,Imphal,Income Certificate,30,18.26608016797478,3639,3619,20,50
APP_186,OFC_794,Patiala,Income Certificate,8,52.556321567722975,401,364,37,45
APP_187,OFC_554,Gwalior,Income Certificate,17,12.322975229795333,1764,1705,59,46
APP_188,OFC_284,Nizamabad,Income Certificate,15,32.249865690354,329,242,87,37
APP_189,OFC_581,Pune,Caste Certificate,36,59.35513990500723,1514,1491,23,52
APP_190,OFC_148,Tawang,Income Certificate,25,26.317737731552324,1616,1612,4,43
APP_191,OFC_550,Kullu,Death Certificate,36,33.30616726154314,1813,1764,49,46
APP_192,OFC_382,Mayabunder,Domicile Certificate,8,47.604857935078336,246,211,35,38
APP_193,OFC_488,Lucknow,Caste Certificate,6,38.10348742999771,97,88,9,50
APP_194,OFC_936,Tezpur,Birth Certificate,22,17.353858651411855,3893,3864,29,54
APP_195,OFC_288,Junagadh,Domicile Certificate,25,20.724873408153805,2233,2226,7,59
APP_196,OFC_736,Sagar,Domicile Certificate,15,22.60329078865409,730,704,26,51
APP_197,OFC_407,Nagpur,Caste Certificate,28,23.831099981845057,1593,1575,18,51
APP_198,OFC_30,Howrah,Income Certificate,43,36.74450308081525,3181,3181,0,54
APP_199,OFC_449,Srinagar,Caste Certificate,8,10.454795477296877,325,235,90,39
APP_200,OFC_112,Malda,Birth Certificate,17,34.62826170386715,487,468,19,33
APP_201,OFC_735,Bhagalpur,Caste Certificate,10,53.21579190055103,237,139,98,34
APP_202,OFC_742,Gulbarga,Income Certificate,25,5.103393593870085,6181,6162,19,36
APP_203,OFC_221,Begusarai,Domicile Certificate,18,44.78726210867575,375,342,33,34
APP_204,OFC_915,Dibrugarh,Death Certificate,35,6.261304619742312,9787,9757,30,48
APP_205,OFC_432,Mokokchung,Caste Certificate,49,13.109888968845617,5892,5801,91,52
APP_206,OFC_825,West Delhi,Caste Certificate,49,14.541404084627649,2041,1964,77,35
APP_207,OFC_871,Kota,Caste Certificate,13,57.26720141118254,475,382,93,34
APP_208,OFC_710,Vadodara,Marriage Certificate,21,56.12893075816263,449,357,92,48
APP_209,OFC_74,Rajkot,Income Certificate,9,43.83104542152135,172,116,56,55
APP_210,OFC_809,Kailashahar,Marriage Certificate,48,12.444474525272703,8767,8733,34,49
APP_211,OFC_632,Agartala,Marriage Certificate,14,19.957234937074706,1297,1198,99,51
APP_212,OFC_596,Ludhiana,Caste Certificate,22,54.8540599339426,590,576,14,54
APP_213,OFC_148,Giridih,Caste Certificate,28,35.80925009040131,496,460,36,36
APP_214,OFC_581,Sikar,Death Certificate,7,44.88356501531131,223,163,60,34
APP_215,OFC_629,Kanpur,Death Certificate,8,27.98944636287664,398,301,97,54
APP_216,OFC_43,Kohima,Death Certificate,45,48.54349936493434,2225,2141,84,46
APP_217,OFC_22,Ahmedabad,Death Certificate,6,10.365938063161488,409,370,39,45
APP_218,OFC_571,Mangan,Domicile Certificate,14,58.79339998854407,657,590,67,48
APP_219,OFC_79,Dehradun,Income Certificate,26,13.88908962072293,1428,1366,62,43
APP_220,OFC_760,Churachandpur,Birth Certificate,7,55.00711132238581,186,137,49,30
APP_221,OFC_779,Gaya,Caste Certificate,16,33.78312971571077,1243,1235,8,53
APP_222,OFC_104,Dhanbad,Marriage Certificate,22,13.68751525594414,2818,2792,26,49
APP_223,OFC_40,Lunglei,Caste Certificate,42,12.739134042681712,759,756,3,30
APP_224,OFC_544,Darjeeling,Caste Certificate,13,49.19819444928444,257,228,29,43
APP_225,OFC_260,Manali,Death Certificate,32,53.50602670675542,1129,1105,24,56
APP_226,OFC_645,Arrah,Marriage Certificate,39,15.307656925367022,3599,3512,87,58
APP_227,OFC_131,Ramgarh,Marriage Certificate,16,23.436442605398,1707,1657,50,55
APP_228,OFC_279,Ratlam,Birth Certificate,26,45.593801783618446,1048,1033,15,41
APP_229,OFC_936,Hyderabad,Caste Certificate,32,42.49182153208911,727,665,62,35
APP_230,OFC_442,Tumkur,Domicile Certificate,29,16.85414278352325,1479,1441,38,44
APP_231,OFC_207,Ghaziabad,Income Certificate,22,40.79227011573111,864,827,37,35
APP_232,OFC_501,Amini,Domicile Certificate,12,12.086679160014016,1703,1616,87,48
APP_233,OFC_614,Alwar,Death Certificate,27,12.009967768257791,2063,1980,83,54
APP_234,OFC_63,Bardhaman,Marriage Certificate,13,21.761310246237333,1379,1327,52,52
APP_235,OFC_286,New Delhi,Birth Certificate,13,5.682221995252314,5035,4968,67,53
APP_236,OFC_873,Tirunelveli,Death Certificate,26,54.07663739768087,626,616,10,52
APP_237,OFC_562,Bilaspur,Marriage Certificate,25,33.679512897397416,1052,980,72,34
APP_238,OFC_482,Haridwar,Birth Certificate,28,57.57034660464137,690,644,46,37
APP_239,OFC_659,Central Delhi,Birth Certificate,30,14.065357144071912,1284,1281,3,51
APP_240,OFC_406,Baramulla,Domicile Certificate,16,31.82168877416954,1275,1204,71,51
APP_241,OFC_262,Margao,Marriage Certificate,26,18.991536946301583,386,322,64,46
APP_242,OFC_753,Aizawl,Income Certificate,39,15.785374200611612,1039,991,48,32
APP_243,OFC_404,Gangtok,Caste Certificate,37,23.637335713631337,2130,2122,8,50
APP_244,OFC_553,Mapusa,Birth Certificate,21,11.261111641213075,1549,1531,18,48
APP_245,OFC_557,Mohali,Marriage Certificate,5,26.44297941178493,284,252,32,48
APP_246,OFC_250,Bathinda,Domicile Certificate,9,5.08608078553101,2759,2676,83,56
APP_247,OFC_324,Jalandhar,Death Certificate,34,49.01951834628736,968,872,96,33
APP_248,OFC_935,Kashipur,Birth Certificate,6,41.77149556976028,134,84,50,38
APP_249,OFC_377,Vellore,Birth Certificate,43,53.053422640648975,1563,1470,93,49
APP_250,OFC_81,Siliguri,Death Certificate,45,28.211884307020146,2432,2371,61,32
APP_251,OFC_279,Ajmer,Birth Certificate,28,40.87604067255669,997,925,72,57
APP_252,OFC_188,Minicoy,Marriage Certificate,48,48.91091872850939,903,829,74,32
APP_253,OFC_825,Dharamshala,Death Certificate,40,26.61358239399102,3072,3017,55,53
APP_254,OFC_787,Varanasi,Domicile Certificate,33,33.44816599428826,997,949,48,47
APP_255,OFC_392,Bhilwara,Income Certificate,38,51.29478489595719,549,481,68,53
APP_256,OFC_557,Tuensang,Caste Certificate,8,10.461621151453112,1340,1282,58,43
APP_257,OFC_542,Havelock,Income Certificate,46,54.50457506590644,1557,1540,17,58
APP_258,OFC_797,Diglipur,Birth Certificate,17,38.37825378673115,422,386,36,59
APP_259,OFC_854,Anantnag,Income Certificate,27,29.22427426718332,951,931,20,39
APP_260,OFC_359,Kolhapur,Caste Certificate,8,24.10023714667792,890,792,98,57
APP_261,OFC_104,Nanded,Death Certificate,26,36.31575486502555,1762,1727,35,55
APP_262,OFC_117,Jaipur,Caste Certificate,38,44.71787795007482,1567,1527,40,42
APP_263,OFC_524,Purnia,Death Certificate,10,13.18377831728136,1088,1034,54,48
APP_264,OFC_102,Bhopal,Domicile Certificate,15,16.177270009734798,989,909,80,53
APP_265,OFC_974,Bhavnagar,Income Certificate,31,27.41713147155993,1141,1069,72,48
APP_266,OFC_849,Mahbubnagar,Income Certificate,21,51.583286981388326,598,538,60,37
APP_267,OFC_480,Darbhanga,Death Certificate,26,42.82471233368084,565,490,75,40
APP_268,OFC_664,Thane,Birth Certificate,39,16.588773012696173,2926,2914,12,54
APP_269,OFC_188,Kolkata,Income Certificate,13,47.13637630375724,201,124,77,33
APP_270,OFC_991,Leh,Marriage Certificate,42,21.837553748377623,3350,3317,33,37
APP_271,OFC_656,Durgapur,Domicile Certificate,42,7.762430630518557,7736,7670,66,31
APP_272,OFC_632,Chennai,Marriage Certificate,31,6.211480667309935,5411,5391,20,36
APP_273,OFC_313,Amritsar,Caste Certificate,29,11.760637315596316,1818,1765,53,46
APP_274,OFC_160,Tiruchirapalli,Domicile Certificate,18,30.474499421323795,1047,971,76,43
APP_275,OFC_12,Shimla,Death Certificate,35,20.63507511101342,4141,4085,56,47
APP_276,OFC_861,Jamnagar,Death Certificate,30,44.32712953678761,1725,1661,64,51
APP_277,OFC_137,Amravati,Caste Certificate,31,52.66013899619978,881,826,55,33
APP_278,OFC_401,Mumbai,Income Certificate,27,32.15977222513108,958,874,84,30
APP_279,OFC_101,Nongpoh,Income Certificate,37,20.3141674537739,3708,3626,82,40
APP_280,OFC_293,Hazaribagh,Domicile Certificate,46,10.764443574866466,8848,8771,77,51
APP_281,OFC_873,Thoothukudi,Domicile Certificate,11,47.21621956848551,59,22,37,47
APP_282,OFC_855,North Delhi,Income Certificate,49,6.976627120685434,11977,11934,43,38
APP_283,OFC_488,Shimoga,Domicile Certificate,5,53.96182514498959,236,184,52,57
APP_284,OFC_586,Khammam,Income Certificate,17,25.85017267695649,940,938,2,53
APP_285,OFC_17,Naharlagun,Marriage Certificate,16,37.73224211981248,795,731,64,53
APP_286,OFC_784,Bikaner,Domicile Certificate,21,33.67128262097764,774,741,33,55
APP_287,OFC_665,Ranchi,Income Certificate,37,45.646460678337725,1092,993,99,36
APP_288,OFC_623,South Delhi,Domicile Certificate,13,35.08297882542635,413,410,3,37
APP_289,OFC_925,Medinipur,Caste Certificate,45,56.55581409903764,1215,1126,89,31
APP_290,OFC_631,Port Blair,Birth Certificate,9,34.19055454077597,511,453,58,49
APP_291,OFC_199,Geyzing,Domicile Certificate,46,54.28413114870153,1013,946,67,54
APP_292,OFC_102,Tura,Domicile Certificate,28,44.87396434582288,914,910,4,54
APP_293,OFC_361,Mandi,Domicile Certificate,15,7.451010289677353,1480,1460,20,30
APP_294,OFC_390,Pathankot,Income Certificate,42,56.07631578581856,2655,2562,93,59
APP_295,OFC_520,Hubli,Income Certificate,48,54.37210699728762,1130,1115,15,41
APP_296,OFC_252,Dharmanagar,Caste Certificate,30,33.73968442026293,1790,1709,81,41
APP_297,OFC_260,Erode,Marriage Certificate,48,48.59273139586108,2878,2845,33,56
APP_298,OFC_362,Nainital,Income Certificate,12,47.51989729336064,511,424,87,33
APP_299,OFC_93,Anand,Marriage Certificate,26,38.16853683937841,303,232,71,34
APP_300,OFC_613,Agatti,Marriage Certificate,31,6.604337000489545,8726,8707,19,32
APP_301,OFC_675,Udaipur,Marriage Certificate,39,57.301072697640166,2053,2001,52,56
APP_302,OFC_324,Meerut,Death Certificate,5,18.22194020914288,245,205,40,55
APP_303,OFC_709,Deoghar,Domicile Certificate,15,35.982855311817566,952,906,46,50
APP_304,OFC_405,Surat,Income Certificate,18,47.920102665378494,330,312,18,39
APP_305,OFC_924,Kathua,Marriage Certificate,31,8.795417593704897,2955,2893,62,44
APP_306,OFC_994,Gorakhpur,Domicile Certificate,33,47.41175487185376,518,496,22,39
APP_307,OFC_181,Gandhinagar,Marriage Certificate,45,5.000639911545138,16956,16919,37,54
APP_308,OFC_212,Belgaum,Income Certificate,7,53.55039093703821,415,329,86,51
APP_309,OFC_869,Jammu,Marriage Certificate,29,18.90474833490603,2951,2913,38,48
APP_310,OFC_213,Davanagere,Marriage Certificate,25,13.22807972398239,3493,3485,8,45
APP_311,OFC_726,Asansol,Death Certificate,21,38.085463361490326,477,415,62,49
APP_312,OFC_804,Mangalore,Caste Certificate,21,56.310867441331965,620,598,22,53
APP_313,OFC_638,Jamshedpur,Income Certificate,21,6.697184736943985,4511,4509,2,38
APP_314,OFC_76,Udhampur,Birth Certificate,49,57.08998669096855,1424,1357,67,30
