Application_ID,Office_ID,Location,Certificate_Type,No_of_Staff,Average_Processing_Time_Mins,Applications_Received_This_Month,Applications_Processed_This_Month,Pending_Applications,Office_Working_Hours_Per_Week
fb813359-b96d-4ae1-8de1-fbac35e836c9,OFC2553,Allahabad,Death Certificate,24,22,58,40,18,48
04f52c36-82f5-403c-b7b8-9af1b10ffa17,OFC8186,Tawang,Caste Certificate,8,108,853,60,793,45
1f6c18ee-fa84-411a-ad2d-6f1a151b5ae5,OFC4430,Arrah,Caste Certificate,29,79,768,527,241,48
c280f6cf-80cf-4770-8969-c1ad3aacc697,OFC1153,Ujjain,Caste Certificate,35,76,716,418,298,35
9a605e82-0669-4f43-a27d-343ea1b6d8d0,OFC5702,Mysore,Death Certificate,9,29,442,158,284,48
d5a3a0e3-d6a4-4aa7-8322-3c1532c0b3a0,OFC9498,Mahbubnagar,Caste Certificate,5,100,291,288,3,40
bf27e015-4c45-400e-8818-25d1941b8494,OFC2672,Salem,Domicile Certificate,9,48,111,111,0,45
574fb5de-3a8d-423e-a648-49c352a1b7c3,OFC1542,Ratlam,Caste Certificate,22,135,419,358,61,40
ead20aff-9003-4a14-8424-e7facdeb4102,OFC4322,Nagaon,Marriage Certificate,5,126,267,30,237,48
308c8af2-0a67-4bf4-bcde-3e5075121855,OFC7266,Bilaspur,Domicile Certificate,43,148,650,410,240,48
1ff239c6-c202-4e00-9960-93ad620f136a,OFC8751,Junagadh,Caste Certificate,42,94,982,473,509,35
47125c01-f6b4-449b-97f2-67a00f45ac4d,OFC7345,Haldwani,Domicile Certificate,43,65,457,123,334,35
0247d319-17d4-47db-a65b-381f92394992,OFC2833,Kavaratti,Birth Certificate,49,42,738,370,368,48
bd847620-8515-4b71-ba47-4f835a08daf7,OFC3010,Bhavnagar,Birth Certificate,31,23,875,756,119,45
b0d1217a-456f-4c2d-b953-708f405a4d9a,OFC9002,Vasco da Gama,Domicile Certificate,25,121,831,805,26,45
fcaf6bb6-7d6e-4adb-8cea-b2b22597a8b3,OFC4165,Leh,Caste Certificate,26,129,436,327,109,35
7a24716a-d5a8-4426-8775-1195c0aea63b,OFC4518,Dibrugarh,Caste Certificate,20,68,925,103,822,48
1f122df8-aaaf-4e04-8c15-73485b29a93e,OFC1944,Dispur,Birth Certificate,33,111,123,48,75,48
1549eba7-7247-458e-8348-3929feadd1da,OFC4697,Mayabunder,Domicile Certificate,30,88,866,105,761,35
ab266513-ef8d-4f3e-8ee3-ef7faec68293,OFC6469,Vasco da Gama,Caste Certificate,41,125,86,69,17,40
6cacb2e0-458f-4225-8f41-8c2e203eb5b4,OFC2802,Kavaratti,Death Certificate,10,169,661,154,507,45
f6f0374d-6be8-4a46-a3fe-ad95b4d3183e,OFC4468,Namchi,Income Certificate,45,110,445,342,103,48
2caa8426-fae5-45ee-9fcd-c987c83f6071,OFC7569,Allahabad,Marriage Certificate,40,39,353,134,219,35
e61943d8-da19-40df-b71a-95b1c8bcd173,OFC2945,Chennai,Death Certificate,26,174,719,183,536,45
78c55f30-b54e-4481-997d-8db54ee9154d,OFC3201,Havelock,Income Certificate,33,112,806,208,598,35
e9a3062c-afab-48c6-97dc-a720b419fea1,OFC3344,Darbhanga,Domicile Certificate,44,17,361,272,89,48
e909d5b4-35c4-44db-b2c6-ddfd1323ea7f,OFC1127,Ahmedabad,Marriage Certificate,46,112,424,241,183,45
41732594-0185-44a2-9dd3-942ecf2b4aac,OFC9555,Bokaro,Death Certificate,48,22,318,159,159,45
5663ca1f-5ee3-4935-8afe-a4ba9a345dfa,OFC3249,Rajkot,Income Certificate,45,91,860,447,413,45
162718de-24bb-4235-aa86-0a942136f777,OFC3042,Katihar,Marriage Certificate,42,100,243,172,71,40
b8574671-b40e-479e-9aa9-7d399684e8f3,OFC4562,Gandhinagar,Caste Certificate,42,175,696,220,476,48
5fbad543-24c3-4c5d-beb7-e5c19a2863d9,OFC4128,Howrah,Income Certificate,42,97,583,357,226,35
c5e1b698-4484-41bb-ab27-c127cf032203,OFC1708,Ajmer,Caste Certificate,5,144,903,393,510,45
6c62a9b6-6228-4026-81da-052646c24a0b,OFC5097,Thoothukudi,Domicile Certificate,46,146,655,61,594,40
7095cfca-3207-4fe4-bffc-867517917d0c,OFC9123,Amritsar,Marriage Certificate,23,99,982,866,116,35
69aaece6-4e67-4d68-b566-8f33026b6f9e,OFC9752,Bishnupur,Domicile Certificate,14,67,807,271,536,45
89f08d30-f9e1-48d7-88be-12795c597cd6,OFC1561,Khammam,Domicile Certificate,44,83,986,650,336,48
612edd45-25e7-40df-8206-8144a63fae4c,OFC3697,Serchhip,Caste Certificate,29,99,949,527,422,45
6655b512-5c53-4315-a342-1d19542a7b4c,OFC7310,Vellore,Domicile Certificate,23,93,313,307,6,48
ee4ea4b0-31a8-4b5a-a0a9-a8cdcffccfaa,OFC9991,Vasco da Gama,Marriage Certificate,12,70,289,55,234,40
c9fe29ac-0df2-4639-9e62-5a5ee7b53f88,OFC5368,Ahmedabad,Domicile Certificate,37,66,850,702,148,40
1e56a8d2-ee5e-471b-b3f9-40389ecdefd2,OFC5213,Haridwar,Birth Certificate,20,176,679,482,197,35
841bccbe-77a7-46c9-aa1e-5b6ccb6d9e4e,OFC6107,Thoothukudi,Birth Certificate,41,27,973,648,325,48
f051c189-c07d-4666-b923-51df77424692,OFC6526,Anand,Death Certificate,6,177,865,56,809,40
96a75c5a-15be-450d-8c68-f0dd5d0e1e92,OFC6869,Nanded,Domicile Certificate,42,98,523,490,33,35
ff44d496-0dd8-4629-9302-002cf2e4a892,OFC8536,Khammam,Death Certificate,19,109,569,57,512,35
b326b62d-5d61-43ef-8c07-0f4fad920383,OFC4144,Mohali,Birth Certificate,5,102,463,428,35,45
7ee3adf8-908d-4132-b1d5-e8e289ea6c3c,OFC6730,Guwahati,Marriage Certificate,21,141,203,122,81,45
38732d1f-5f9f-4fe3-adb4-74eb1c241cf9,OFC3491,Mohali,Income Certificate,46,87,737,141,596,40
a9ab98b6-537e-4903-8b4f-57bb5829d35f,OFC8269,Bareilly,Marriage Certificate,21,59,243,226,17,48
8e65122d-0cec-4eb6-a193-5decef733ead,OFC3636,Gwalior,Domicile Certificate,26,152,513,349,164,40
22104f06-c96a-4412-857d-721baec56083,OFC3135,Gwalior,Caste Certificate,18,63,320,200,120,45
d11b2d1e-e836-4c00-95d7-d03b015e0c36,OFC3890,Namchi,Birth Certificate,5,102,787,388,399,40
fcc79ca4-84ab-4f16-9e66-47328aabf714,OFC2138,Bhagalpur,Death Certificate,47,113,105,66,39,45
12949980-fd5f-4e75-a693-6a559d241b21,OFC9304,Solapur,Caste Certificate,19,162,425,96,329,45
d883f47e-226d-4a0a-a4b6-0a97ee05d262,OFC3614,Kashipur,Birth Certificate,7,169,488,412,76,35
c09dcbff-0328-4bc6-a76e-2ed46e1b846c,OFC5126,Warangal,Marriage Certificate,11,85,499,489,10,45
95a77a24-31b4-4306-af51-8c2280363ecc,OFC3279,Deoghar,Domicile Certificate,38,132,351,71,280,40
ead29704-c31b-4e24-8394-97417a55e28c,OFC9010,Arrah,Birth Certificate,38,33,122,86,36,45
7ff39328-a25e-4034-8432-e1767f3b4661,OFC8152,Thoubal,Marriage Certificate,37,97,541,348,193,45
704bd34f-9cb5-4b6a-b1cf-113249f32037,OFC7466,East Delhi,Marriage Certificate,24,127,285,167,118,48
fcfe9421-a0ac-46ba-a587-74078afba36b,OFC2384,Rajkot,Domicile Certificate,10,164,364,179,185,48
83a8755d-c06b-4a29-bf04-b0d69940c9a5,OFC9576,Kohima,Death Certificate,16,169,603,248,355,45
4ea0509e-40e9-4ac6-bcb5-660aec171394,OFC8635,Chennai,Domicile Certificate,9,95,381,264,117,40
2f7e9f3c-e0b2-498d-b1d8-2d8f29d409e5,OFC5951,Gulbarga,Domicile Certificate,31,142,735,112,623,35
73daa30e-e0f4-46c2-944b-b71f81705db7,OFC2890,Purnia,Income Certificate,27,102,511,502,9,40
2d5ebcb3-a106-49a8-9fe2-c5348c8bd47e,OFC3863,Indore,Income Certificate,28,145,276,237,39,35
a0c47d0e-e9b0-40e6-89aa-bd0ce11382d4,OFC6883,Udaipur (Tripura),Domicile Certificate,36,20,921,269,652,45
6651d1ef-df21-47eb-a93f-1fbaeea4d149,OFC2907,Amritsar,Birth Certificate,33,84,859,630,229,48
4e04a5a9-194f-4ee5-b533-ccce7a8ef389,OFC6739,Guwahati,Birth Certificate,49,76,433,260,173,35
b2f6b54e-81db-4ef1-ba6c-d91a7e8b7c8a,OFC7028,Amravati,Marriage Certificate,26,150,735,534,201,35
791db72a-5a39-4f2f-a303-6425bd0974e7,OFC9554,Jalandhar,Domicile Certificate,50,129,896,717,179,45
d2418251-a8ed-4973-b769-6510d19c113d,OFC5266,Rudrapur,Domicile Certificate,16,33,506,404,102,48
5394d2f3-0765-48a4-b056-ce741679e706,OFC3590,Anand,Income Certificate,23,84,392,236,156,45
36b59099-f67f-47c7-b350-63bc3d7b6734,OFC1803,Siliguri,Income Certificate,28,74,700,86,614,48
9c484c2a-239c-4dba-801c-53ea65989e81,OFC5113,Erode,Caste Certificate,10,110,438,243,195,45
f1100193-f982-44e8-b387-df21dfb4bafd,OFC3215,Thoubal,Income Certificate,39,147,100,62,38,40
7fc12364-0f01-46d3-838b-035aee1b5042,OFC2145,Mokokchung,Domicile Certificate,24,104,547,73,474,45
49d706fc-3c68-4e71-9bba-9bb0152052c0,OFC5741,Mangalore,Marriage Certificate,24,149,777,180,597,35
1136b496-bb28-47f8-8a66-c6500b3c8b76,OFC9297,Darbhanga,Income Certificate,43,102,845,625,220,40
be9dbb65-56e0-4c7f-966a-c432ea5584e7,OFC9952,Amritsar,Marriage Certificate,46,30,938,735,203,40
8f832e7f-e41f-4aa9-8b52-9a54a2eed224,OFC8780,Junagadh,Caste Certificate,43,151,285,56,229,45
8826913a-a370-495b-b411-dc7abcb175f1,OFC8735,Jorhat,Birth Certificate,23,152,97,93,4,45
f239affe-bd4e-44de-8355-1ce611db5ea6,OFC9578,Vellore,Domicile Certificate,10,74,66,65,1,45
1514defb-c3d1-4e4c-bea8-b6a8416de242,OFC2218,Ajmer,Death Certificate,32,34,504,155,349,35
cd65f6f4-1384-43cf-a5e8-d27858451c22,OFC4358,West Delhi,Death Certificate,39,31,253,206,47,45
a04d9612-19f7-4abf-b424-3e533ff2e726,OFC4042,Kathua,Marriage Certificate,27,86,894,847,47,45
5a334ce2-3ea8-4926-927d-f7b413bf1df7,OFC8207,Ahmedabad,Domicile Certificate,15,155,481,232,249,35
7bc7af12-7839-435a-a669-45bb9fff6292,OFC7990,Erode,Death Certificate,33,125,91,36,55,48
04b6d44a-9fd5-4670-a208-9efff423b32a,OFC7636,Ghaziabad,Marriage Certificate,42,20,325,228,97,45
e1b1fde8-bc8d-4998-9ddb-7d75eabb36eb,OFC5719,Malda,Income Certificate,6,126,510,423,87,45
27aa59fb-0188-480d-aa41-f1cda66dac61,OFC8096,Chennai,Marriage Certificate,47,163,108,50,58,48
ede5bb38-ff3c-4f49-8cba-82e237e4762f,OFC8480,Meerut,Marriage Certificate,17,124,585,246,339,45
3903834c-c00c-465e-b877-91fde358c362,OFC6210,Patiala,Income Certificate,26,77,519,443,76,45
ed367c25-eab0-4d73-b6cf-f5aef86393da,OFC1708,Champhai,Birth Certificate,44,24,312,207,105,40
efe6e3f6-8b0f-486d-8f63-1905333b1cfd,OFC6204,Mysore,Marriage Certificate,36,133,939,179,760,35
8a2f544a-985a-4639-bc4e-44748c7177c8,OFC9775,Nashik,Income Certificate,21,162,919,625,294,45
6b2b3864-e2da-4821-bb4d-7c7e6d86f3ca,OFC3294,Sikar,Income Certificate,9,168,129,113,16,48
49c81e6a-632e-47dd-a773-e59cc99b1d85,OFC3754,Solapur,Death Certificate,11,24,265,141,124,48
2f666be2-b080-4a85-99a0-88d768f9c320,OFC2390,Pune,Death Certificate,28,168,257,141,116,48
df465d4e-933e-4f8b-b495-656a4d291e50,OFC3808,Agra,Marriage Certificate,40,151,871,778,93,48
abfe2128-8860-4c81-9ab5-bedbdf8a154a,OFC9576,Ranchi,Caste Certificate,42,145,638,43,595,48
df84f1ef-625e-4667-a3a7-d5320e29d5d7,OFC6595,Kohima,Death Certificate,7,39,517,224,293,45
0dc1bc24-f55b-4a27-9073-f54e1769cf8d,OFC6981,Dehradun,Death Certificate,12,52,110,44,66,35
4f77aaf0-b6e1-4199-8c35-64213b3fcc95,OFC2413,Nanded,Death Certificate,10,170,381,265,116,35
bc56e0ca-ce3e-44ee-9a03-91d60647b0e1,OFC5074,Nainital,Death Certificate,14,163,914,750,164,40
fb2886b2-fa7c-4efa-b7da-54800ed7705c,OFC2780,Kanpur,Domicile Certificate,25,97,872,790,82,45
2084488c-d86f-4298-abe6-184a026f32fc,OFC4821,Chandigarh,Domicile Certificate,30,117,369,296,73,48
3f705f25-2fe9-4237-8693-9813edd6c4bb,OFC1804,Kolhapur,Caste Certificate,30,34,531,421,110,35
937c83cd-1abe-4714-8686-27f4f42c8994,OFC5692,Kathua,Income Certificate,26,98,566,250,316,48
f65091b4-a984-4415-bf73-e6129da09dae,OFC9573,Srinagar,Income Certificate,24,127,884,775,109,35
339457bb-2b3f-488d-8f2e-6e3d816ac3e9,OFC5397,Varanasi,Domicile Certificate,11,70,739,64,675,35
db123d2c-a4af-46f4-8d2e-802909d2c45a,OFC9684,Hubli,Birth Certificate,22,70,761,304,457,40
2a9e0113-8f4b-407c-affc-d62d29acc33d,OFC8686,Geyzing,Caste Certificate,35,134,293,183,110,35
94e7cea7-30c9-466c-9fa9-f06dcb8aa88f,OFC8504,Baramulla,Domicile Certificate,27,132,414,342,72,48
f54d7a68-a99c-4adf-a73c-d66a04bd7a07,OFC3837,Tirunelveli,Birth Certificate,45,116,583,399,184,40
4fd3d09e-1853-4b25-85ae-829de7ff204d,OFC9288,Bilaspur,Income Certificate,33,145,92,42,50,45
09052032-f19d-4e10-af27-8f8cf7872aa3,OFC6710,Katihar,Income Certificate,45,124,459,414,45,35
f9fab72a-4f6e-4c17-b342-a9dab4fbf052,OFC5480,Mokokchung,Caste Certificate,50,47,110,102,8,45
2e2f31ee-ed18-43b7-867a-598ad0655259,OFC4314,Ranchi,Birth Certificate,47,124,662,375,287,40
8293c8cc-a64d-43cd-9b65-bd4845dcbb98,OFC1417,Khammam,Death Certificate,41,34,978,623,355,48
2b4c5b4b-9dc8-4a6c-a4c4-6cb8de27f1a6,OFC7565,Rangareddy,Birth Certificate,6,104,646,345,301,40
2391c314-9bff-4086-b1f7-a3c78e246cc9,OFC5808,Ratlam,Income Certificate,32,103,532,186,346,40
bf17684c-f965-4737-b4d5-ee660005a675,OFC1408,Thane,Birth Certificate,20,106,302,125,177,45
76376046-8d04-49af-a416-28e7d7e5ee9f,OFC7018,Dispur,Domicile Certificate,16,45,624,367,257,48
b37210cd-b44b-4851-9707-609f74831fc5,OFC8533,Kolhapur,Death Certificate,38,62,108,69,39,35
3ecdf061-e08b-4f7a-af26-2e3e8edcc6ab,OFC3437,Itanagar,Caste Certificate,34,134,245,86,159,40
4f8d1eb5-eeb6-40c8-841e-96dc509a9893,OFC7830,Madurai,Income Certificate,35,66,465,386,79,35
a2ff2e4d-4a0c-4821-918c-f8b6bbc5e303,OFC3508,Salem,Domicile Certificate,25,78,266,250,16,40
8fac811b-27a8-423c-a727-51bc951e65dd,OFC5127,Durgapur,Birth Certificate,17,162,96,92,4,48
591e733c-deeb-4cba-8b88-16f462383627,OFC6704,Rudrapur,Domicile Certificate,7,59,183,47,136,40
5a2d7649-09ef-4de3-9c13-c4ef0e8ea4f0,OFC1084,Jodhpur,Marriage Certificate,13,176,513,49,464,45
256baeaa-5e31-4054-ad70-599213e847d3,OFC1232,Bangalore,Birth Certificate,32,73,909,861,48,45
814b256c-c1ad-4576-a462-c0e96a0c49a3,OFC8050,Tiruchirapalli,Domicile Certificate,49,105,476,99,377,45
0e51eabc-3a46-4796-b716-d78102f78396,OFC3559,Howrah,Domicile Certificate,41,118,199,66,133,45
93f59c05-b715-4cb1-81be-e77e6749fdae,OFC3567,Vadodara,Birth Certificate,33,69,665,506,159,48
12cfc54f-bc3e-479b-9614-5393805b4dd7,OFC5633,Kolkata,Income Certificate,33,164,378,197,181,40
772f2c1f-34f9-4549-844a-df75b9dfe821,OFC4748,Jalandhar,Income Certificate,22,50,706,375,331,45
a1583f52-a7d8-42ca-b8f1-ae03326368fc,OFC9119,Rajkot,Birth Certificate,7,161,623,191,432,48
b56bfa3e-5b65-402c-bd1e-baa61498e7bb,OFC3291,Howrah,Income Certificate,25,33,940,891,49,45
498f89cc-f01f-46fc-9aa4-2b36decc2226,OFC2672,Mangan,Marriage Certificate,17,103,433,182,251,40
0169293a-1042-46cc-8aa5-b07a9711ebca,OFC6518,Central Delhi,Domicile Certificate,39,151,86,85,1,45
ab025ff2-bb31-4863-abba-b268ada438e3,OFC6636,Thoubal,Domicile Certificate,26,122,699,607,92,40
7a0ee600-776a-4e94-bc16-dd10d954de9b,OFC1117,Davanagere,Death Certificate,47,159,460,429,31,45
3d17bf6f-ff69-4cca-9ec9-a16c0cc5cb33,OFC6512,Geyzing,Income Certificate,42,35,760,599,161,48
2d560068-f7ad-4f9e-9846-6fd998a87859,OFC8287,Rangareddy,Death Certificate,48,31,999,579,420,35
e7043989-be67-425b-bd2a-6a733ce01708,OFC6400,Katihar,Income Certificate,44,31,755,63,692,35
7ff92501-efe0-4c3e-aa22-247881585106,OFC2856,Udaipur (Tripura),Domicile Certificate,33,131,851,454,397,35
4744aaaf-fabd-4c9f-8625-aab99b68c864,OFC8765,Central Delhi,Birth Certificate,45,158,126,51,75,40
8b6f5d5c-417b-469e-a14d-aa4d60a8b8a6,OFC2232,Gulbarga,Caste Certificate,40,26,247,111,136,35
87375e6f-fb99-43da-89c2-29a99ab1f7cd,OFC3021,Deoghar,Domicile Certificate,36,100,353,70,283,40
7044d7df-8f2b-4547-babd-4f9d59aaff43,OFC8630,Tiruchirapalli,Income Certificate,44,48,934,478,456,40
13d16068-080d-4b50-91ae-a75a5b827db2,OFC8471,Rewa,Birth Certificate,27,95,234,221,13,40
a7c2ade2-dee0-4cb7-aca3-2ff2f53769f7,OFC7610,Thoothukudi,Death Certificate,50,125,897,424,473,40
1a6df3cb-90f2-4411-bd49-b821c90e7053,OFC2188,Haridwar,Birth Certificate,32,154,111,67,44,48
ce0f66e5-5c37-42dc-baf1-cccbdf415fa4,OFC7952,Khammam,Income Certificate,24,61,654,441,213,48
45aa571a-80cd-4b47-b09a-b18fcd3aff20,OFC8833,Mangalore,Death Certificate,5,25,422,116,306,45
5e800822-e42f-4471-ba94-3be174c33dfc,OFC7109,Khammam,Caste Certificate,47,116,917,631,286,48
e44e9019-422d-49ee-8497-07c96d2d4a34,OFC2470,Darbhanga,Income Certificate,38,79,796,526,270,40
11125b6e-680b-40d9-88e4-913e1ed474de,OFC5266,Kashipur,Caste Certificate,29,165,977,148,829,45
ec9dc48b-90ff-4686-886d-829f3800f5e8,OFC2380,Anand,Caste Certificate,34,133,604,436,168,35
264fc953-47ea-4f83-916c-939ffa0a642c,OFC6485,Ranchi,Domicile Certificate,31,110,222,53,169,48
cbeaabb1-0e88-4a4c-9fd1-829bce523710,OFC3667,Khammam,Income Certificate,33,173,736,597,139,45
c3a511d7-961c-4778-8d51-2401552d6ee7,OFC2014,Kota,Domicile Certificate,35,134,871,465,406,45
21764cbf-aaf3-4233-b602-e8505d7f5165,OFC6661,New Delhi,Caste Certificate,42,123,251,139,112,48
31cb519e-3b0b-4449-aaff-d8de5adfe1ac,OFC5203,Mangalore,Death Certificate,44,19,545,345,200,48
6402de42-17d7-400b-96c8-21d3a70ac177,OFC4823,Champhai,Marriage Certificate,25,92,259,162,97,40
852205e1-fb5f-4d91-b3ec-0efa33b41dad,OFC7779,Ghaziabad,Birth Certificate,18,133,674,507,167,45
24adfb0a-b0c3-4230-85b9-d7f7bc52836f,OFC9848,East Delhi,Domicile Certificate,46,104,768,577,191,48
61013f1c-e6eb-411a-80fb-d2e64a562915,OFC5326,Bangalore,Income Certificate,6,51,352,216,136,35
f5574b92-da60-4843-9840-fa633df9d4ea,OFC8251,Kavaratti,Domicile Certificate,5,176,604,38,566,40
eb97a9ea-5efb-4f68-b7ab-9e430b206e87,OFC8535,Mahbubnagar,Death Certificate,22,137,827,808,19,45
fa61ae90-f9e8-4ba5-b771-ddc6e9dd2013,OFC8241,Darbhanga,Income Certificate,14,72,692,377,315,48
ed063e8a-27a5-4019-bff3-e1744a3d9e7e,OFC3807,Amritsar,Domicile Certificate,9,19,276,161,115,45
7f6f0da4-5f3f-41cb-a790-3518256a4a08,OFC6247,Mangalore,Income Certificate,41,74,797,433,364,48
4b0c28bf-8086-4b88-a7f4-60ec2179c7c5,OFC8549,Surat,Death Certificate,43,73,998,101,897,40
1b7805c9-0ecd-4aec-888e-66fa85559cec,OFC1335,Vasco da Gama,Birth Certificate,28,137,222,141,81,40
ba162366-4445-45b4-9516-7cc358554414,OFC6951,Warangal,Death Certificate,50,114,604,368,236,48
addc77b6-0c37-4fcf-a279-067af493db04,OFC4300,Gulbarga,Caste Certificate,19,46,716,65,651,40
6d23df61-4378-41e4-a9cb-b747f58f5669,OFC6410,Varanasi,Domicile Certificate,23,16,751,105,646,45
a2dd47e8-ccfa-4416-836b-c13689021de8,OFC9140,Hubli,Birth Certificate,50,62,864,637,227,48
c292ca59-14e1-4c39-a807-f4bfdf906cd7,OFC3214,Pathankot,Death Certificate,47,34,758,284,474,48
43fac81c-383c-434b-af59-8f89818799f1,OFC5188,Kolhapur,Income Certificate,49,74,267,176,91,48
e5fc2261-ff25-4a42-8d8c-3e46701bd31a,OFC2379,Tawang,Birth Certificate,9,15,526,459,67,40
